Customer_name,Customer_url,Customer_review,sentiment
Jane S.,https://www.productreview.com.au/consumer-profiles/273b1a5f-da5b-40ac-b3ee-a25a9e99964d,Please note Diego was unjustly sacked by this company which does not treat its workers fairly. Please let the company know you know. Please support these low paid workers. Melb Australia,Negative
Duro Z.,https://www.productreview.com.au/consumer-profiles/e5c03219-c458-458a-99ba-409ced3d6272,"Everytime i order, items are missing... Or the whole order disappears... Wont use them again.... Delete... i use deliveroo all the time.... 80% of the time, something gos wrong.... this is terrible.... i will not use them again",Negative
Kasia,https://www.productreview.com.au/consumer-profiles/d70f035b-e6df-4667-a8b7-ee2e1b8ae575,"I used Deliveroo numerous times. I always had my food delivered quick and hot. Never any issues. They charge tad more for food you order rather than at the restaurant but that’s to be expected.
Deliveroo never failed me or mixed up my order. I’m a very happy customer.",Positive
DANE,https://www.productreview.com.au/consumer-profiles/bb2369a4-c62b-3b97-9b4a-cca3f393196a,"If I could give no stars I would. Had an order sit over an hour no driver. Restaurants don't care or give a hoot .you pay then get no food or a cold delivery if a driver ever bothers to even show up.
We had to collect our food ourselves and are now at a loss for using such a shonky service ...",Negative
Stephen G.,https://www.productreview.com.au/consumer-profiles/5ba341f9-d209-4569-b797-fbf93dab1b94,"We have had several orders with either items left of or like tonight, the completely different order delivered.
We ended up driving into the rest Austen and collecting the correct order. When we rang to speak to Deliveroo the offered us a $3.99 refund. Disgusting.",Negative
Maddie,https://www.productreview.com.au/consumer-profiles/dd884d96-d51b-4460-bd6f-58334b1f9b63,"When i received my pizza it was full of bugs. I phoned the company that made the product and they refuse resposibility. I knew what time they would arrive and waited for the knock on the door. Nothing. I cheched online and it said ""delivered"". So i went to my front door, which is 10 steps from where i waiting for my dinner and saw my food on the floor full of insects, not ants, insects that fester on old food.",Negative
Naomi,https://www.productreview.com.au/consumer-profiles/8522c804-0cff-466f-bea4-692bf388985f,I tried ordering food and they charged me 4 times the amount while the site said that my card was invalid I am tried to call but the number their site gave me is disconnected and I am still trying to recover the money and no food in sight. scam if you ask me I am annoyed and not impressed with either deliveroo or menu log the money hungry crap,Negative
TamH,https://www.productreview.com.au/consumer-profiles/9b084067-8e8b-31b7-acb7-7f1411d76428,"We have tried deliveroo four times and every time the delivery has not arrived. Every time the driver confirms it has been delivered but it has never actually been delivered to us. To deliveroo’s credit, they have refunded us each time but that’s the only credit I give. We will now only order from restaurants that do not use deliveroo.",Negative
Shobana B.,https://www.productreview.com.au/consumer-profiles/ded577f2-491c-4215-976b-d5476e005c96,"My first order didn't even go through. We waited 20 minutes past the latest delivery time and finally called the restaurant to find out they didn't even recieve our order, and that they quit business with deliveroo (!!). I looked for their alleged help options in the app and found nothing. Why is it impossible to find contact information to speak to someone live? I emailed and 2 days later got an apology which explained nothing about why my order was not sent through. We were left starving as we had no other food except bread (hence why we ordr...",Negative
Matt,https://www.productreview.com.au/consumer-profiles/0d892fc9-cc1d-33f3-93a8-b1801d46f0c2,"always late this time 1.5 hrs for local delivery, food was waiting at restaurant for 1 hr. The worst of a bad bunch, only covid keeping them alive. No wonder restaurants are leaving in droves",Negative
Smaths,https://www.productreview.com.au/consumer-profiles/75ea15c2-f0ad-3fad-a5b2-7174223b683c,"Deliveroo are a pretty scummy company. They have many “targeted” offers they email you about, but the communications are unclear and the terms and conditions are ambiguous. Don’t rely on these people honoring their so called “deals” just use menulog instead.",Negative
Hungry,https://www.productreview.com.au/consumer-profiles/b7258ef4-d018-4bc4-b4a5-81cb6753e9d4,"Watched orders arrive for other people, watched my delivery time slip, slip, slip until I had to go back to work.",Negative
Sumit P.,https://www.productreview.com.au/consumer-profiles/d18741c9-4262-4134-a9a5-021e12a8d1af,I have tried them at least 10 times but they have delivered the food Cold and late 9 out of 10 times. I dont know why only this delivery app is late everytime,Negative
Lucinda,https://www.productreview.com.au/consumer-profiles/904fe33f-d5a8-3cd7-9952-065b236e5e54,"I placed an order and upon receiving discovered I was missing two large chips and two pieces of chicken. I reported this in the app and received an email that the error had been corrected and credited to my account. When I next used the app - a few days later, I discovered I was only credited $3.20. That does not even cover one of the chips. I went on to live chat and was told as it had been 48 hours since my order, they would not correct the error.",Negative
Kat W.,https://www.productreview.com.au/consumer-profiles/1da306f0-ecc5-4cb0-a563-676c6b4a6e12,"Ordered our meal and got a notification that it had been delivered. Food was nowhere to be seen. ""Customer Service"" (that's stretching it) told us it had been delivered and then tried to refuse to refund our money- luke we wanted a store credit.",Negative
Adam U.,https://www.productreview.com.au/consumer-profiles/1d9c4bf1-9206-4218-9631-abf91dc37243,"Ordered a meal only 2km from my house it turned up cold, it was chicken and I refused to eat it. I went through the ‘get help’ function and was told sorry we will do better next time. No offer of a refund or credit. I emailed and no response for 3 days. I then used online chat to be told we don’t offer refunds. I then asked who I contact to take it further... all of a sudden I was offered a partial credit of $15.45.",Negative
Mrs M.,https://www.productreview.com.au/consumer-profiles/cd579a66-e070-4538-8644-2e323b4e9d68,The only company which is dependable as far as delivering on time and accuracy i have tried other companies they have all let me down so why i am sticking with them,Positive
Elin,https://www.productreview.com.au/consumer-profiles/19567b40-a5ea-4195-950a-bde57139d563,"Guess should have seen this review somewhere before placing the order. And if nothing goes wrong, is just as expected. Order at 4.30pm for a 5.30pm delivery. 7.30pm and still no news from the delivery guy. No form of contact can be make from the app, no tracking. Call the support team and they mention schedule for 9pm(there are no option for 9pm delivery) but restaurant was already closed by 6pm. Never use deliveroo again!",Negative
Peta.,https://www.productreview.com.au/consumer-profiles/71e6bfaf-d6eb-440b-ba4c-c117d74d2bad,Ordered deliveroo from a venue 300m from my home (in stage four curfew lockdown) and it came STONE COLD. Wasn’t prepared to eat it because of the high chances of food poisoning from a fast food dish containing rice. Submitted a complaint and get a generic ‘We will do better’ email with no refund. I contacted them the next day to say I wasn’t happy and to explain the situation and how it wasn’t the drivers fault. It has been five days and they’ve ignored it. Finally contacted them on social media chat and they flat out won’t give me a refund. They said it’s up to them and they will purely use my complaint to do better. absolute abhorrent customer service + illegal as their FAQ says they refund for cold food.,Negative
Pharmaboy18,https://www.productreview.com.au/consumer-profiles/cda05522-46c2-3c59-bc7a-e784ca64422b,Had food delivered last night that I didn't order. I called the restaurant but they don't keep addresses. There is no phone number to call Deliveroo. I emailed support@deliveroo... but 12 hours later still no reply.,Negative
Sean,https://www.productreview.com.au/consumer-profiles/59814532-d10f-4f7e-bdf8-420c9bc08925,2 incorrect orders. Order has taken 1 hour 45 minutes so far. Online said 35 to 45 minutes. Called restaurant who informed not driver available. Couldn’t get in contact deliveroo,Negative
ben,https://www.productreview.com.au/consumer-profiles/548344f4-17a8-4eff-8736-17a4b8583b7c,Terrible service. It took an hour and 20 minutes to deliver my food that said 30-45 minutes. Called the restaurant and they told me the food waa cooked but not picked up. Cold and a mess when it turned up.,Negative
Caro1,https://www.productreview.com.au/consumer-profiles/c4e6b125-b381-3543-acc6-c34137d9a3c4,"I ordered a meal for my son and a friend and out of a $43 meal there was $19 of food missing and $5 of an incorrect item. So one child had a meal and the other didn’t. Deliveroo have not replied to my emails requesting a refund but only sent an initial email after I reported the issue stating I now have a credit for their site. I don’t want a credit as I don’t plan on using them again. I had only used this site because Uber Eats had been unavailable at the time. On the Uber Eats site if there is ever an issue, your money is refunded immediately. What’s the point of a credit if you don’t want to use a poor and unreliable service? Deliveroo reeks of scam to me.",Negative
Observer,https://www.productreview.com.au/consumer-profiles/d9c41c65-ca7b-3918-b921-efa3d0bdab8c,I haven’t used the account for years. Unreliable and slow. However I received a notification that a new address had been added to my account. It was in London UK. I am in Sydney. The notification was e mailed at 1.43 am asking me whether the address was authorised. Apart from the fact that I was asleep Deliveroo provided authority for the order at 1.44 am Sydney time. As a result the order was successfully placed in London. The Deliveroo rep that I “ chatted” with appeared oblivious to the fact that a fraud had been committed. Research indicate...,Negative
unhappy. this is crap.,https://www.productreview.com.au/consumer-profiles/40640ada-2300-4742-93e8-a2fe81472cd0,"ordered multiple times - around 8 or 9. numerous times no delivery. i had to call to find out why nothing had been delivered after around 2 hours. the other times, i had to walk outside and help the driver find the address. awful. deleted the app. wish i could give it zero stars.",Negative
Sophie,https://www.productreview.com.au/consumer-profiles/187fff00-8c4a-4968-9db1-eaf1fdf02985,Food never arrive. No way to contact their support team with order. No communication with restaurant (was actually closed) no update. They are quick to charge but not to deliver,Negative
Crissy K.,https://www.productreview.com.au/consumer-profiles/e18b9cc7-a436-409e-9eaf-e434da2dd6a5,These guys took 45 bloody mins just to deliver food!!! You guys are the worst! Never going thought you guys again!!! Next time being people order on the right time not 45min late!!!,Negative
Casey,https://www.productreview.com.au/consumer-profiles/d3e48130-4ca0-4130-bed0-e23ebc4b78aa,"Deliveroo offers the exact same service as Ubereats. When they are incapable of training their riders to complete jobs to a set standard, issues will inevitably arise and arise very often. In fact, do they vet and train their drivers at all? Really. The issue is simple: Get a good driver, get the job done properly. Get a bad driver, get a terrible experience. It has happened time and time and time again——-the standards set for food delivery is simply too low and there will never be an end to poor food delivery service until one of them invest in obtaining drivers better prepared for excellent service. After all, a good service is expected and quickly forgotten, one bad service and the company’s reputation is ruined.",Negative
Sam,https://www.productreview.com.au/consumer-profiles/62e397d0-a672-304b-8f73-53006a233722,"Another close call. Deliveroo on a bicycle rides the across front of my car, on the wrong side of the road when I about to turn. Luckily my foot was hovering over the brake. The idiot did not even stop to say sorry. Maybe roadkill will sort out the poor service. Avoid these guys.",Negative
JUSTANAUSSIE,https://www.productreview.com.au/consumer-profiles/174a7554-dc14-39af-a5c3-c1e520b0bf2e,"I have never used Deliveroo, I live in Tasmania ,we don't have it. Yesterday they scammed $54 from my bank account. I reported it to my bank and they cancelled my card. The bank will try and get my money back but no guarantee. I'm guessing they don't ask for ccv or expiry date or otherwise there are very good scammers getting about.",Negative
Lets not do business,https://www.productreview.com.au/consumer-profiles/9e59ab1b-019a-4660-8cb9-2d018a35b580,"Ordered kfc for my daughters birthday 2x large chips were half empty no nuggets they told me can’t do refund , I advised by consumer law they have to then they told me can only refund $6.99 , I said the delivery fee is over that $8.99 , they left the chat and ignored me .
I ordered hogs breath meal that didn’t show up for over 2 hours , Deliveroo has said oh well no money taken as order was cancelled . I advised I had to cancel after waiting 2 hours with no communication.
Crap service don’t use it wouldn’t even rate it",Negative
Matthew9929,https://www.productreview.com.au/consumer-profiles/ac289eef-6fd4-38b5-acbf-3174aba9ae5c,"Food arrived cold. Missing items and 1 hour late. Offered a $9 credit.... Really....
Last time I use deliveroo.
They simply don't care about the customer.
I raised with with twice but got no response response. Other than bad luck",Negative
Lou,https://www.productreview.com.au/consumer-profiles/e7755ed3-2201-4544-bd1f-0bae1cd8f74f,"After placing and order and being charged an extortion rate for delivery ($8)I expected my order to be delivered as instructed. I also requested contactless I have have a young child and during COVID times I want to limit my contact. My delivery instructions were clear to come to building, what floor I was located on. and to leave at door. The driver called me to say he could not park and I would have to come down and collect the delivery from him - this is completely untrue there was plenty of opportunity for him to park but it was raining and...",Negative
Sophie Zuber,https://www.productreview.com.au/consumer-profiles/68d8dffd-c165-3578-a196-395208713a63,I will never use the app again. I spent $80 on dinner the food was cold and inedible. They proceeded to say they deliver in bags so this doesn't happen. It came to the door in a plastic bag and wet hahah. I will stick to Uber eats.,Negative
Tash,https://www.productreview.com.au/consumer-profiles/6c7bf87b-713c-418d-80e6-d891f20e34ae,Don’t order if you want it in a timely matter. It won’t happen and no care will be given. They take money and then don’t deliver your food. When you call they say oh well and it will take three to five days to get your money back. $80 and no dinner :( we re-ordered through menulog and it was delivered within time. Won’t use deliveroo again.,Negative
Fred,https://www.productreview.com.au/consumer-profiles/43c85a06-ee25-3ee6-9269-9e1bff41a622,Driver only waited 4min and left. Called the customer service and they hung up on me after telling driver disposed food and no refund was going to be provide... Luculy I order using PayPal and PayPal actuoned a refund in my behalf.,Negative
AJx,https://www.productreview.com.au/consumer-profiles/17074266-4221-3745-91ea-5f3086181779,First order and they never showed up. I rang they restaurant who said they never received the order from Deliveroo and it will be a further hour if we still want it. We had already waited an hour so I cancelled the order. I contacted Deliveroo live chat for a refund and they said they couldnt refund me. Worst service ever! Someone eventually rang and said they would refund it but it would take 5-10 days to clear. So I’ve got no dinner and no money. I will never order from Deliveroo again!,Negative
TMC,https://www.productreview.com.au/consumer-profiles/f6f190db-f20f-4bc7-befe-44593b5a9873,"Everytime Ive tried deliveroo thinking the last hassle was a one off, its terrible again! Restaurants that are listed as open and delivering suddenly are not and you can wait forever to get your money back! Some of us are not made of money and as a treat, order a takeaway from a supposed open restaurant and don't have the money to reorder again elsewhere because suddenly they are closed or don't have the products according to deliveroo. Appalling. Every time! Won't rate anything positive as can't. There never are any positives. Some of the driv...",Negative
Dean P.,https://www.productreview.com.au/consumer-profiles/04f416c0-ddfa-4b94-8c22-f99831ef34f4,"Would not recommend this to anyone at all!!! If possible, always try to order through the restaurant...they charge a premium rate and offer a sub quality service. My current order had missing items and food arrived cold.",Negative
mocca,https://www.productreview.com.au/consumer-profiles/2ca78c2a-61d5-33e3-9bdf-902e342eda41,Ordering takes at least half an hour on their poor website and as soon as you get to checkout will have issues finalising order this is the worst delivery service ever and the customer service is unknowledgable buy elsewhere,Negative
Brett,https://www.productreview.com.au/consumer-profiles/ed32591c-e6f0-3ac7-8d90-7c880fe49f34,"Well i see Deliveroo delivery fee less than Uber Eats, lets do it!
Restaurant fast, no issue. Oh Mustn't be able to find delivery people, because 1.5 hours later it turns up cold.
Google how to delete Deliveroo Account and send off the email, make sure they delete your payment information and all.",Negative
Sarah,https://www.productreview.com.au/consumer-profiles/a317654e-09a8-4586-b73e-d56ffed8018b,"Ordered at 7pm and it said it would be there at 7:30pm, but it kept delaying every 5 minutes until 8:15pm. Turns out Deliveroo can’t find a driver! Happened few times before, seriously you should consider shutting it down.",Negative
modarani2010,https://www.productreview.com.au/consumer-profiles/e6e24d75-bba1-4031-921f-8cd589531651,We order through Deliveroo app. Luckily I called restaurant to confirm the order is on schedule . restaurant said they never receive the order ! I could Manage to cancel my order which obviously proved the restaurant was right that they cant see this order on their list!!! So annoying! Terrible service!,Negative
Asheem S.,https://www.productreview.com.au/consumer-profiles/57df64e2-cf6c-40e5-9f92-0e7113646012,"Do not use if you want your food delivered. I didnt receive the food and when I called, I just got told that I would hear back in 48 hours. Just terrible!",Negative
do m.,https://www.productreview.com.au/consumer-profiles/d28b5f9e-e4c8-4ad7-be23-26b5cfbc507d,"""The driver did not find my address"" (That s what was written on the top of the page on the website after waiting for 50 min), ...not even a text message or a phone call from the driver.... The address was right. I tried to call (technical pb were going on so did not get anyone). I spent quite a long time waiting for answers on the chat. I was finally told to re enter the address manually on the website! They did not apologise, they re-credited my account after quite a while. The address was right, I double checked... I just lost 2 hours of my...",Negative
Dani,https://www.productreview.com.au/consumer-profiles/b14841d5-9181-4cfe-b0a0-f962885eb7de,"Ordered, meal was confirmed and 30mins later the meal was cancelled.",Negative
Vanessa,https://www.productreview.com.au/consumer-profiles/bd421abf-1ee5-4f3d-81d7-81627c811ffa,"Last night we ordered dinner and it was collected by a driver but then instantly 'delivered'. Customer service couldn't get hold of the driver so re-ordered on our behalf for free. This happened AGAIN with the next driver, but not after he drove in the opposite direction for ages first. Refunded, but no dinner! Frustrating.",Negative
Tranks N.,https://www.productreview.com.au/consumer-profiles/3d21bcf0-89aa-483b-b567-9b1d6b8e2e1c,Tonight i ordered from Spice Hub Indian and Pakistani restaurant in Surry Hills. The food never came and deliveroo didnt refunded me. They said I should try calling the restaurant but the restaurant didnt pick up the phone and even the Support could not call the restaurant. So i was left helpless with $30 lost. Dont use Deliveroo. They dont take responsibility for orders not getting to customers. Im really upset.,Negative
Kate,https://www.productreview.com.au/consumer-profiles/778d1be5-32f4-4b58-9349-8c7747a1fa93,Deliveroo took my money immediately though never confirmed and didn’t deliver my order. 2 hours later I manage to get through to their customer service who advise the restaurant isn’t open today and they say refund will be 1-5 business days. Terrible service! Do not risk.,Negative
jacob s.,https://www.productreview.com.au/consumer-profiles/2e77b776-c01e-4713-89e6-b82c4023cb81,"Half the time the food was late and cold. The reason I uninstalled the app was I waited an hour for an order that said it would be 30 mins max. Then it tells me the order was canceled. So no dinner for me tonight. Everything is already closed now. Talked to the customer service team. While they did apologise, they refused to do anything at all to help my situation or make it up to me.",Negative
Kevin,https://www.productreview.com.au/consumer-profiles/2dbd7573-e269-3cfb-86d9-c81f5822cb5f,Didnt get our complete order of food. No way to contact them except email and its a 2 day wait. Half my family had to go hungry. Never again. DONT USE THEM.,Negative
Sarah G,https://www.productreview.com.au/consumer-profiles/3d8b74ce-a4cc-3033-9f9c-ed98031ffe28,Food was delivered to wrong address. Specific details were provided so they would be able to easily identify the correct house. Did advise their chat service team who said they will pass on message to driver team.,Negative
Andy,https://www.productreview.com.au/consumer-profiles/a4bea237-30d3-41ca-a0d9-cb8cb29f19bc,"Last week,I ordered Burger & chips from RoyAls in North Bridge,a business less than 1 minute drive from work . I rang for a delivery, was running late,was cold when it arrived",Negative
Jonathan H.,https://www.productreview.com.au/consumer-profiles/a21f72c5-3688-4134-8d5f-3b3efdf0ddd7,When I placed the word I understood that it was going to take longer than usual(70min). After waiting 120min I asked them to cancel the order. They said that the order was out for delivery but it would take another 25min and that there was nothing they could do because it was on the road already. No refund. 'sorry I can't help'. I pay the subscription service. I'm cancelling and I'll never use this app again.,Negative
Quoll,https://www.productreview.com.au/consumer-profiles/94a60464-170a-379c-a8d5-5392c0967f1b,"The delivery person arrived, to discover that some of the food had spilled during delivery. They refused to hand over any of the order as it was 'damaged' and said we needed to request a refund.
Deliveroo doesn't appear to have any method of refund-request except an unanswered email-address.",Negative
Chloe,https://www.productreview.com.au/consumer-profiles/a0eba929-b9d2-4986-a6eb-61daa8638d66,Ordered 2 burgers with fries to share from a local business through the Deliveroo app.,Negative
User,https://www.productreview.com.au/consumer-profiles/860947c1-4c5a-4fda-933f-6cff613912c5,Be careful. Their prices of each individual dish are higher than the restaurants charge. So they knowingly overcharge clients and then refuse to refund the difference. Will not be using again,Negative
Aaron,https://www.productreview.com.au/consumer-profiles/90ef9661-593c-433f-af78-9e220a3f0efe,"I just went to order some ribs which are normally $42.90 to buy when go in and order, just went to order on deliveroo that same ribs are $54.90 and I still have to pay a delivery fee.",Negative
Ryan,https://www.productreview.com.au/consumer-profiles/ec68f395-579a-4e12-b64e-fb5381afb048,"I waited about 3 hours (it took 90 minutes for my food to even leave the restaurant) was marked as delivered, but rider never turned up (I never even saw them come past). Contacted support, they wouldn’t follow up with what happened, no reprimand of any sort for the rider. I didn’t end up eating until almost 10pm and ended up going elsewhere. Will never use again.",Negative
Steve,https://www.productreview.com.au/consumer-profiles/0ce647fa-0644-4de5-9466-b3bba51928fc,"The other night, my wife & I received a voucher.",Negative
richard m.,https://www.productreview.com.au/consumer-profiles/6ed86ceb-4265-4d37-b248-e62dfdd26041,Well.....what can i say that hasn't already been said by nearly everyone here already. How they are still in business is beyond me. Would no star were it an option,Negative
manjinder,https://www.productreview.com.au/consumer-profiles/7dcf2243-e706-4db3-806a-bdc0c78ad69d,"I wish i can give to this application less than one star. As no one reply our messages and email. Thanks
d d d d d d d d d",Negative
Lee,https://www.productreview.com.au/consumer-profiles/ba4a6cd5-14cf-3bf7-9c98-67357bfc9a1d,"Get sent the wrong order or have a restaurant misrepresent themselves?
Never fear, deliveroo will take your money and ignore all your complaints. Forget about any penalty or discouragment to the restaurant for this behaviour, why that would cut into their own pocket.",Negative
Rowven,https://www.productreview.com.au/consumer-profiles/c9cb9f20-c19c-4176-9e8f-f4750f6993cd,"I had head horror stories about Deliveroo and decided it was all exaggerated. Apparently not. First time ever I used the service I was delivered someone else's order. Avoid these guys at all costs, they are more expensive than rivals and provide a much worse service.",Negative
Tony,https://www.productreview.com.au/consumer-profiles/6bca3b63-1bd0-3862-9c7e-cea00066add3,"You are unable to contact the driver. Food that us estimated to take 15-25 minutes arrives over an hour later, cold and pointless. Customer service offers no help. Do not use these guys, you will be disappointed",Negative
Ruthg,https://www.productreview.com.au/consumer-profiles/4ca2f144-0465-3aac-97bc-4f746973ad21,"I ordered with Deliveroo, my order was cancelled but they took my money and told me it would take a couple of days to get money back. So no food and no money! I will stick to uber eats as I have never had a problem with them.",Negative
Kevin,https://www.productreview.com.au/consumer-profiles/5403a694-066d-43f2-806d-0f9a7135091d,"Placed order online - their system was able to take my money (Visa) and email me a receipt and order number. When the food never arrived, I rang the restaurant to discover they had never received the order from Deliveroo. When I rang Deliveroo, they told me that the order had ""failed"" and that I would receive a refund within 72 hours! This is the first and only time I will ever use this appalling service!",Negative
Elle,https://www.productreview.com.au/consumer-profiles/4d9138f6-01c7-4b3a-9c60-ec501fa3d535,"After waiting for more than 30 minutes, i got a message that the rider is on his/her way to get my order. Then it just got cancelled. Rider said that the restaurant is already closed. Chat support’s story was different saying Foodt3pp wasn’t able to accommodate my order as they’ve been tending to a lot of orders already. Now i understand that can happen, but waiting for more than half an hour thinking you’ll receive your food is unacceptable. Clearly, there’s no process in place to respect customers’ time.",Negative
Sulu,https://www.productreview.com.au/consumer-profiles/e5529ed6-f1c6-4845-aa53-86cfacff3fd6,Waited 1hr30min for my Order. Contacted the restaurant and my order was done in 45min & wait for at least 45min waiting for a dileveroo driver. Ridiculous! I will not be using Deliveroo ever again. Unhappy customer,Negative
Suika,https://www.productreview.com.au/consumer-profiles/a6f1a8bd-7cab-4fad-9b2e-40cab4997d2f,"Second time I ordered using Deliveroo, one meal was not included. Tried to contact driver unsuccessfully to have it delivered. No apology- just received the credit on my account, which meant I had to use them again.
My next order was placed so that I could use up the credit. Placed it approx 5pm for a 6pm delivery. Just received a message saying still allocating a driver and it won’t be until 7:35. I’ll definitely be deleting this app and going back to Uber!",Negative
Kate,https://www.productreview.com.au/consumer-profiles/b1f83e9f-96da-4cae-a2be-26e97b6ddec9,"Did online order. Sushi train menu was limited (not the normal menu) and overpriced. Anyway, it was a birthday so we went ahead with the order. 25 minutes after the order was due to be delivered I thought I better check. I had received a receipt indicated the delivery time and all the order details. Though the online chat customer service I discovered that the order hadn't gone through! Why then send me a receipt and a delivery time!!!!! Called Sushi Train directly and ordered the same food - and saved $20. We'll go collect it ourselves!",Negative
Fake Name,https://www.productreview.com.au/consumer-profiles/73fc7395-db3a-445e-87b2-b117137548e2,"Order was cold, the guy ignored the simple delivery instructions, had a bit of an attitude, didn't follow Covid-19 distancing rules, and the whole thing was delivered in an UberEats bag so maybe they just switched jobs. The chat support since has been terrible - the first one promised a refund, the next 4 times I asked over a period of weeks they all promised someone would contact me - still hasn't happened. They just fob you off with 'I have now escalated the case' - doesn't mean anything. What a joke of a company. The food was awful too (Freddy's Pizza, Prahran, Melbourne) but guess that's not Deliveroo's fault, although their rating for the restaurant was pretty high (4+)",Negative
Jenae,https://www.productreview.com.au/consumer-profiles/1ac1b375-ff0d-4155-8f81-f1deb1874b77,"I ordered through deliveroo a week or so ago and watched the order being tracked through the app. The driver drove straight past my house and did not deliver the food, tried to call the driver and number wouldnt connect. The app then said it had been delivered so i couldnt track the driver - no food. Spoke to someone on live chat - no response. Ended up calling and speaking to someone who said someone from customer service would call me back and give me a refund - still waiting for the phone call!! DO NOT USE DELIVEROO.
Worst service ever.",Negative
Catherine L.,https://www.productreview.com.au/consumer-profiles/177db96e-3f4d-4141-b18c-13af4276ed5b,"This was the worst service I have ever had from a delivery driver. I asked for my meal to be left at my front door and to ring the bell. The driver never rang bell and food was left on the front step in the rain. Good thing I heard his car. Food was cold, the bad was torn open, the drink was spilled. I had used them for quite a while but after this service, I deleted my account with them and will never go back. I would not ever recommend them to anyone ever. Just terrible. I went to make a complaint via live chat, and all it did was take me to done and asked me what I thought about the customer service...Hello! There was none. I didn't want to give any stars at all...more like thumbs down big time.",Negative
cassy1975,https://www.productreview.com.au/consumer-profiles/3d16c256-cbf6-3062-a858-3e2e6de2a4a0,"We ordered a meal from delivery and what a experience. Worst experience I have ever had from a online service. Firstly meal was late and the driver said sorry due to getting lost. Then we never receive our chicken we ordered. The chips were soggy and cold. Made a complaint and had a chat with someone. I was told I was getting a refund but it need to be approved and someone would get back to me within 24 hours. Nothing!! I have emailed them twice but no response. I received a $10 credit off my next order, that is it. Never use deliveroo! I will only use Menulog or Uber eats, so much better service..",Negative
Sven,https://www.productreview.com.au/consumer-profiles/308559be-c12d-4e49-9fa2-0a1d66f87238,"Failed to deliver food for our family and despite considerable time on ""chat"" and helpline, still refused to deliver. We've reported them to the police, Fair Trading and our bank.",Negative
