Customer_name,Customer_url,Customer_review,sentiment
James D.,https://www.productreview.com.au/consumer-profiles/4e323385-ca9f-4361-8953-c6cef3b695bf,"The last 2 meals I have order through Menulog have been stone cold. When I contacted the restaurants to complain they advised that the food had been sitting there for 45 minutes and it was in fact the delivery driver who accepted the order was not at the restaurant to collect the food. Only the 2nd time I managed to get a full refund of $65 after 30 minutes on the phone and after rejecting their first 2 offers of $10 and $60. Stay clear of these delivery services, drive and pick it up yourselves.",Negative
Paulo,https://www.productreview.com.au/consumer-profiles/be11273e-794b-388c-91f1-4504254a4f50,Ordered dinner at kfc via menulog. However the tracking system was stuck at food is with the driver. Contacted menulog and according to the rep it was already delivered and asked me.to check the door. So i checked nothing was there and told her. I was very frustrated and asked her where is my dinner? And she replied thay i should respect her and dont use profanities. However she automatically transferred to another rep without informing me. So much with the respect she is asking and if she cant give the same respect.to frustrated customers. Her name is [name removed] She shouldn't be working at customer service!!!!menulog sucks!!!,Negative
Jen,https://www.productreview.com.au/consumer-profiles/79b9d19a-e340-45bf-b87d-9104441716a6,"Please don't even bother using them! The drivers hardly show up with your food.
And its hard to even get a voucher or money back from them.
Don't waste your time and use uber eats instead",Negative
Dula,https://www.productreview.com.au/consumer-profiles/b78d23e7-3f84-4689-aa96-55e5bb59f27f,"If you want to wait over 3 hours for your food you can order via Menulog. This happened to me yesterday and extremely disappointed. They take this very lightly and asked me to cancel the order and go for a refund after waiting for 3 hours. First, I received a call from Menulog to say that my order has been given to the wrong recipient. When I said that I need my food in 15 mins, they promised and advised the restaurant. After waiting for another 30 mins I rang Menulog to say that my food didn't arrive. Then they rang the restaurant back and s...",Negative
GCcustomer,https://www.productreview.com.au/consumer-profiles/d9b10515-e75d-488c-aa73-5b94d36a5d1a,"Delivery is always delayed due to drivers not being assigned until an hour or so after placement of order. Ends up being 1.5-2 hours for delivery from local takeaway. Then the drivers manage to get lost every time and call me to tell me I've put in the wrong address. Now Menulog reps call me before accepting orders to check my address is correct, but drivers still get lost and I have to walk around in the dark to find them, while being heavily pregnant. I don't have this problem with any other services. They all find my house easily. The restaurant always delivers nice food, but Menulog service is terrible and I feel for the restaurants who use this service.",Negative
Mark B.,https://www.productreview.com.au/consumer-profiles/0867a311-38c4-49d0-8c88-9c02d70b99ab,"More than 2 hours late. Ever increasing eta. Told me driver was at restaurant, then 30 mins later looking for driver. Absolute crap, stay away.Have ordered 4 times and this has happened 3 times.",Negative
Nuts,https://www.productreview.com.au/consumer-profiles/c97b512e-b66e-3283-b891-10e91459f559,"If I could give a minus rating I would but unfortunately 1 star is the lowest you can give. I'm no longer going to be using menulog as far too many times the food has arrived an hour late, or is cold or is the wrong order. Tonight's meal was over an hour late and yet the restaurant said it was ready 45 minutes ago! Contacting them isn't easy and quite frankly I'm over it. I'll be sticking with the other delivery services from now on.",Negative
Gab,https://www.productreview.com.au/consumer-profiles/1b1b5a91-c32c-4e43-8a4b-4a4fa61043c3,The drivers are great and almost never at fault. However the app and ordering system is abysmal. I made an order for a restaurant 10 mins away at 8pm. I contacted them at 8.30 as there was no driver assigned as yet. Gave me some damn bs.,Negative
Mike,https://www.productreview.com.au/consumer-profiles/c92b2e5e-26ed-4acc-a7ad-cb9d48cc96fa,"Order from KFC ellenbrook was late and is missing all the sauces. Poor effort. I work fifo and like to have a treat when I get home, this is not the first time of having a late order or a order where i have not received my entire order. But his is the first time I'm speaking of it because it is ripping me off and no one listens.",Negative
Alex,https://www.productreview.com.au/consumer-profiles/7f144aff-d191-4842-aca7-bcb7ec4e637f,Drivers get paid based on distance and time which means they take as long as they can to get your order to you. Then customer service will try and trick you into thinking that they can’t do anything to help/ refund your order. Do not let them bully you! Demand your money back and don’t use them again!,Negative
neeraj k.,https://www.productreview.com.au/consumer-profiles/9c2c666a-d116-4246-b01d-8be9f1f541ec,"could not create the correct menu in 3 months- wrong prices, wrong modifiers/descriptors. , several attemps. Had to pull my store offline so many times. Had to cancel orders and give free food as prices were missing on items/extras. Try menulog if the pandemic could not shut your business.",Negative
Liz,https://www.productreview.com.au/consumer-profiles/92c94788-ff97-469b-9f69-1c3728499ad3,"Shockingly dreadful! Delivery never on time! Two times we experienced waiting almost 3 hrs for the delivery. Added to that, our recent order need to be cancelled because there was no driver available after calling menulog 6 times, and waited for more than 2 hrs. Service level is zero.",Negative
Hunny,https://www.productreview.com.au/consumer-profiles/d42f02dc-6736-3389-9631-ec390ee8e224,"Never on time.
Never updates before already making you wait past the expected time.
Ordered at 9:45am, app says expected time 10:15am.
At 10:15am app changes to say 10:48am.
It is now 11:15am no update and no food.
Pretty sure Menulog just doesn't have delivery drivers or IT people with how bad the app is.",Negative
Adam D.,https://www.productreview.com.au/consumer-profiles/e0396640-f401-434c-851f-c738d327ff18,"Ordered food, order never arrived, contacted Menulog and was given a voucher, voucher forces you to spend more money than voucher amount, what a joke, called back, advised I just want the order I was already charged for, the team that can apparently make that happen was busy so call back offered, so far no call back... pretty damn hungry :p DO NOT USE MENULOG",Negative
Joanne J.,https://www.productreview.com.au/consumer-profiles/42bdec74-f43d-4646-8a2c-3066a310e4cb,Never used before and never will again. Tracked Driver and he was driving around and around. Then demanded extra $ 10.00 in delivery fee because it took him 40 minutes (from a restaurant 5 mins away).,Negative
Sudarshan Tiwari,https://www.productreview.com.au/consumer-profiles/d3c04915-9df8-4bf8-ae10-cf1aff1f984c,"Please don’t blame to All menulog driver.
I am a menulog driver since years Ago. Every consumer is satisfactory with my delivery.
We becomes late and couldn’t take your food in time because of following reasons:
1) the restaurant delay - main delay
- You should ask restaurant to make your ordered food as soon as possible.",Positive
Love VCAT,https://www.productreview.com.au/consumer-profiles/bfa99ff3-53e2-35ad-bc63-53f9cce5d4d8,Ref: ORDER NO:135672636. 29-OCT-22 @ 18:00.,Negative
taranbin2005,https://www.productreview.com.au/consumer-profiles/283ecd8d-6db7-4a44-b23e-880d04e1695e,"I see on here if anyone's order gets not delivered or late they immediately put a bad review and when the order is correct they don't like what the heck. When someone is working so hard to you food and all you do is be rude to them by writing a bad review. People are so lazy now a days and cant even make some food by them self's and rely on food delivering services and when there food is cold, not arrived, late all they do is write a bad review so get up and make your self some food. Thank you Menulog for your hard work ignore the hate reviews keep it up!",Positive
Jessica D.,https://www.productreview.com.au/consumer-profiles/5767bf32-dcdf-4fc2-a3a2-59045f071aa6,"90 minute wait, called as the driver was apparently at restaurant for 40 minutes. Food arrived cold and tasted like cardboard. Was offered a voucher. Very, very disappointing and never again.",Negative
Stephen G.,https://www.productreview.com.au/consumer-profiles/ba7b09a6-9ad3-4836-820a-fa49d5bf6694,"ordered food that never showed , rang to find out where my food was they could not contact the driver.
they offered a $35 voucher but the catch is to use it the order amount has to be 1$ more than the voucher,
i tried to use it and found its virtually imposable to get exactly $1 more the closest i got was $35.99 would not except it and going over $36 wont except it either.
so if they offer a voucher do not except it demand the order value refunded or you have lost your money",Negative
nat,https://www.productreview.com.au/consumer-profiles/88ea7a2a-acc9-3d0c-ad3e-b6856902caea,"had to ring as half hour late - driver went to wrong house - when we went outside, he drove off, food cold - had to throw it out - NEVER ORDER THROUGH MENU LOG. 2ND TIME THIS HAPPENED!",Negative
Mubeenah A.,https://www.productreview.com.au/consumer-profiles/a9ab5174-b8e2-4227-867d-bc7a4d02023b,"Never use menulog they do not deliver food on time or dont deliver it at all. When calling customer service they made me hold 2 hours to find the issue. Than said driver forgot to deliver, and they can provide me refund.",Negative
Monica,https://www.productreview.com.au/consumer-profiles/5a430d4d-ec96-44bd-bf97-66faf5c5f531,"We ordered from a local business and waited an hour for the food.
The driver accepted the order in a different suburb but somehow was placed close to us on the GPS. We called the restaurant we ordered from and they told us the food waited 25mins ready for the driver.
The lady at the Sydney head office was terrible and rude.
We got cold food.
Will never order from them especially due to the rudest lady at the head office.",Negative
Angry,https://www.productreview.com.au/consumer-profiles/f6143587-81f1-445d-bbb4-d18dac8b5f2f,"No customer service, waste of time. Three hour wait, said food was deliverer but never turned up and driver disappeared into thin air. Refund taking five days, so left with no good and no money",Negative
Joan S.,https://www.productreview.com.au/consumer-profiles/293465ca-1b95-4bd5-b28b-4e7422193acb,"2 hours later: order shows as delivered and isn't. Offered me $2 if I accept a voucher instead of a refund. seriously bad service.
I will not order through them again.",Negative
Darren,https://www.productreview.com.au/consumer-profiles/3c4bb22f-ed1e-4fa1-bc06-d0fb75d84200,"Ordered for 7:30, called at 8, told it was Menulog system error and driver not assigned but food would be sent now. Called at 8:30, still no food. Told that what I was told on the first call was not true. Still no driver assigned. Restaurant now shut, so no chance of meal. Extremely long wait times to raise this further - hence this review while I wait on hold for over another half an hour. Disappointing menu log when there is more competition then ever - we will just go somewhere else.",Negative
Patrick D,https://www.productreview.com.au/consumer-profiles/5c3853b6-3377-3e16-b14a-0cd2b076e91e,"I have been a menulog customer for some time, and over the last 12 months quality of the drivers and deliveries being delivered have dropped significantly.",Negative
Pam,https://www.productreview.com.au/consumer-profiles/a4584191-d787-4f0a-80fb-6d26f2b13bc7,I ordered dinner through Menulog on a Friday night. After 1.5 hours (9.30pm) I called them to see Where the driver is. Then they said that they cannot find a driver and have to cancel the order. They were not bothered to inform me until I ring them. I have three kids at home and they waited until most of the restaurants to close to cancel my order.,Negative
Lluna2,https://www.productreview.com.au/consumer-profiles/a82f27f1-69a5-310f-bc91-df2c869e21f6,"I ordered food @1730, watched the tracking for delivery (1750), when i could see it arrived on the website, went to the door, no delivery, called Menulog. They said they'd follow up and call back in 5 mins, which they didn't. 15 mins later I called again and on the phone with them til 1845 ... they still didnt know where the food was, so I got a refund. I went to re-order with the discount Id been offered as first time user, but of course then that didnt work. Ordered with Deliveroo instead as I got a better deal there.",Negative
Zachary,https://www.productreview.com.au/consumer-profiles/4f830bbf-4fa6-4633-8b08-c8d80b164783,"Meal was 20 minutes late, decided to just be patient and wait.",Negative
Kiara,https://www.productreview.com.au/consumer-profiles/1f2d3e20-b540-445a-a18c-e39f916b74c6,"I’ve used Menulog two times and shame on me for even going back a second time. The first time I used Menulog I was told my food would arrive at 6:30, by 8:30 my food was still yet to show. My order finally arrived at around 8:45. The second time I used Menulog, I ordered and was told my food would arrive at 6:10, same thing happened again except this time my food never arrived. I got into contact with Menulog for them to offer me a voucher to use with them. After the horrendous service I experienced, I asked for a refund. At this point it was 7...",Negative
John H.,https://www.productreview.com.au/consumer-profiles/037eaa3d-c539-45ff-82b3-6eec1c9e796b,I ordered at 6.33pm. I was told our food would be delivered by 7.27pm. I called at 8.00pm and advised our food delivery was over half an hour late. I was told it would be delivered by 8.29pm. It is now 8.37pm. I just phoned and was told our food will be delivered at 8.50pm. We had planned to go out to meet friends tonight but have had to cancel. God knows when our food will be delivered. Thanks for ruining our night.,Negative
Sarah P.,https://www.productreview.com.au/consumer-profiles/c31765d5-1b52-4589-bcf1-53befd920b2e,"Consistently more that 20 mins late. The service is absolutely shocking, they have no care for the product they are selling. Not the food, they are selling no fuss delivery service that is meant to make life easier..... They are not even close to that",Negative
Bob Honey,https://www.productreview.com.au/consumer-profiles/aa2bdcad-d483-4ec4-866c-2a9d932b6d3d,"The non-English speaking Indy driver drove onto my 2 week old expensive cobblestone driveway, and left an oil spill and told me to f##k off when I addressed the issue.",Negative
Belinda,https://www.productreview.com.au/consumer-profiles/6609bf11-521f-498c-90ed-06f058c6eb6a,"Ordered and time changed on delivery time and rang shop as I knew they had finished order, they had to wait for delivery person to turn up half an hour later, as it was a burger it arrived with soggy bun and I threw it in bun, have rang to put in a complaint and I want a refund and won’t be using menulog again, I didn’t even want to put any star rating up but won’t proceed if I don’t even give them 1 , they don't even deserve a 1.",Negative
Josh,https://www.productreview.com.au/consumer-profiles/2f440db1-863b-3ad8-8c2f-b12f849e930c,Used the app for the first time and could not have been a worse experience.,Negative
Deep,https://www.productreview.com.au/consumer-profiles/33e84d3b-9b41-437a-a7df-30645a2cedc2,"Menulog driver application is very bad. It is time wasting..
Un helpful
Not responding
Not respond
We have deleted the app after waiting two hours for our food which never arrived. Three phone calls to Menulog assuring us that our order had now been prioritised, only to ring the restaurant to find out that our order was never picked up, despite the app saying that it had been delivered. Now we are waiting 3-5 days for our refund. Something is fundamentally wrong with their systems and processes. Never",Negative
Hungry,https://www.productreview.com.au/consumer-profiles/27361879-98eb-4a0d-a5a4-143eba55edc7,"We have deleted the app after waiting two hours for our food which never arrived. Three phone calls to Menulog assuring us that our order had now been prioritised, only to ring the restaurant to find out that our order was never picked up, despite the app saying that it had been delivered. Now we are waiting 3-5 days for our refund. Something is fundamentally wrong with their systems and processes. Never again...",Negative
Simon,https://www.productreview.com.au/consumer-profiles/28988e1d-b16d-4a8d-be75-157830d7ccfd,"I know Ubereats are apparently bad employers and sometimes their is a restaurant they don't have. So you go to Menulog and put in your order and when it arrives, you are missing a $1 sauce or a $3 piece of chicken. Menulog advises you to call the restaurant, which you do and the restaurant says we're not delivering a $1 sauce - go back to Menulog and that's where the week long series of emails begins. You begin by emailing Menulog with the order receipt and an explanation of what occurred. Their reply asks for the order number and your email ad...",Negative
KHL,https://www.productreview.com.au/consumer-profiles/fd20f91a-9ceb-4e37-802e-f7f70f9e443f,My food had never arrived. Was waiting for more than an hour. Called up Menulog and been told it won't come at all because restaurant didn't receive the order. Really?? Your apps still showing the driver is on its way. Didn't get any compensation for this except have to wait for a few business days for the refund. Very bad and terrible experiences as the other times the food came late as well.,Negative
So good its not real,https://www.productreview.com.au/consumer-profiles/69fbf543-e227-47eb-a20f-3ffc9ddb3f6d,"This is perfect for those who enjoy getting f***ed hard to death by their own frustration. Also great if you like paying for something and there being a high chance of your order having missing items. There is no better feeling, than knowing you’ve been screwed over, whether it’s out of idiocy (not being able to fulfill a 4 item meal) or plain old greed (Menulog drivers/thieving ****s. And there’s no need to worry about it being a once off experience. Chances are, you’ll receive the same treatment more once. So if your the kind of guy or gal, who enjoys the taste of surprise dissatisfaction (in-stead of what you had paid for) then by all means download this app. I on the other hand, have deleted it.",Negative
Ann-Maree M.,https://www.productreview.com.au/consumer-profiles/d5cd8342-dec3-41c8-a0ae-4c8f035534b0,Contacted menulog via chat when order was late. Never turned up an hour later I get offered $4.20 on top of my order value in voucher. Couldn’t of even rounders it up to a measles $5.,Negative
Rebecca B,https://www.productreview.com.au/consumer-profiles/7b367cf3-d389-402a-8316-91f1e3a20e5e,Ordered food and estimated time kept getting put back. After an hour it still NOT allocated to a driver. Had to call to customer service to get it allocated. Took 30 mins after that to get order.,Negative
James S.,https://www.productreview.com.au/consumer-profiles/1ceaaa17-5c73-4f12-8ec7-dd8b7b6188d9,I ordered a meal from menu log said it was comming at 12:35am I waited till 3 am No food just a refund that would take 3 to 5 days later.. also called up Kathrine from the resolution team very unexperienced waste a lot of my time I’m going back to UBER EATS.,Negative
Susan,https://www.productreview.com.au/consumer-profiles/3d458647-aed4-4749-ba65-1b2e9ade2cb7,"Ordered Grilld, eta said 6:18pm. I rang grilld at 6:35pm enquiring on our order, to be told it has been made and sent off.
At 6:45 i rang menulog to eventually be told ""have you looked outside your door"" WOW there it was. Half wet from the rain almost 45mins after it was delivered, we picked up our cold dinner.
The driver did not knock at door or even ring door bell. Nothing to let us know the order was dropped off.
Delivered great but really sucked on the notify of delivery. Very poor service on the driver.",Negative
Dion,https://www.productreview.com.au/consumer-profiles/e47cf2b4-c1b4-495a-adf7-a795c1def6c9,Treat couriers like second class citizens. Don’t help at all and don’t pay what we are entitled to. Can’t even call to speak to someone. Some much to improve on.,Negative
Kilou,https://www.productreview.com.au/consumer-profiles/adead0ba-10f2-44dd-a716-e9436185cbdb,"Placed an order and had the money debited.
Had to chase overdue food order.
Told it was cancelled, weren't notified and now we have to wait 24 hrs to receive refund.",Negative
Jay,https://www.productreview.com.au/consumer-profiles/9ac36a9a-d17f-4b7d-833c-9733c168ed0f,"Food poisoning due to food being delivered at a low temperature. Menulog need to inforce strict protocols to reduce the risk of food poisoning. As a food delivery service, this should be paramount.",Negative
Nat,https://www.productreview.com.au/consumer-profiles/7dface9d-31f3-4f87-815d-87ad7bdfa320,"I have tried numerous times to order from Menulog. I thought that maybe the first 2 times my order was cancelled or I didn’t receive food that maybe it was just bad luck. But today was the last straw. The order went through fine, I received confirmation from the restaurant and an ETA for deliver. Well an hour later, numerous chats and calls, I still had no food and am told the refund will be 4-5days. They tried to buy me off with a Menulog credit... Hahahha as if, I never get any food. I am deleting the app and saving myself any future stress!!",Negative
Peter,https://www.productreview.com.au/consumer-profiles/309cec65-52eb-4ea1-ac35-ec2ca71c986f,"Second time this has happened,order not delivered, will never use again. Have deleted the app,after ringing the restaurant they admitted that they had three meals ready to be picked up by menu log and the driver simply hadn’t turned up.I did get a voucher, but these guys are too inconsistent to use, at least with Uber you can talk to the driver, if there is a problem,amazed they are still in business, upsetting for the restaurant as well,because they want their customers to be happy, do not use delete your app They have no control over their drivers and almost impossible to get in contact with.",Negative
jason,https://www.productreview.com.au/consumer-profiles/4a1b1a7b-76b5-3a71-bd97-1b27d9550d1d,Ordered a meal and never arrived. On hold for a hour to only get a $20 voucher which wasnt even enough to order a meal. I will never ordsr again,Negative
Adidasandy,https://www.productreview.com.au/consumer-profiles/1aee88b2-bf68-43d1-8bb3-6064e1064913,"1s time - ordered food, waited an hour then got an email saying sorry we’re unable to deliver, refunded money 5 days later!
2nd time - ordered food, got delivered but wasn’t our food so I told the delivery guy and he said take it up with Menulog and drove off. Spoke to Menulog and they apologised as would give us a 50% refund in 5 days, our bill was over $70 and the food we got can to $30 plus we’re vegan and the food was meat products. After literally arguing with some snotty lady on the phone for 10mins we got nowhere. Spoke to the shop who s...",Negative
Ash,https://www.productreview.com.au/consumer-profiles/83aad936-9f7c-4b14-8e56-172398f34270,"Worth mentioning that I contacted the store directly during this issue. They said it was a menulog problem, not a store problem. The store was 2.7 km away in a major urban centre. This is not the first time I have had this issue with menulog.",Negative
Angela,https://www.productreview.com.au/consumer-profiles/34cc9e18-007d-4674-a847-bf2ceac14f34,Ordered food. No driver assigned after 1 hr. Rang restuarant. Food was cooked and waiting for collection for 40mins. Had to drive down to collect food myself. Will never use this service again. Hoping to get a full refund to cover my spoiled food,Negative
CfC,https://www.productreview.com.au/consumer-profiles/d01ea49a-fa3a-4d6d-8448-a5882af7c121,"The food was absolutely fabulous! The delivery......the poor driver was only contacted - ‘facilitated’ - when we contacted Menulog to question where our order was. Will not be using Menulog again. Initially they offered $5 voucher as compensation which I laughed at only for it to be upgraded to a $10 digital Voucher though ‘conditions apply’! The management is dire and everyone involved from drivers, call centre staff etc are those who cop the grief.",Negative
Dave B,https://www.productreview.com.au/consumer-profiles/8ff1f11e-c831-3478-8eae-a7df0d43a285,"How they stay in business is beyond me. They can’t deliver and they keep moving the time further forward because the driver is entitled to take detours and choose deliveries closer to them. Never, never again. 2 hours later....",Negative
William,https://www.productreview.com.au/consumer-profiles/47508f08-0cfd-48c3-a58b-5fdcdae45e96,"Terrible service. Food usually arrives very late and sometimes, not at all. Perhaps Menulog should spend less on marketing and more on delivering. ""Get delivery like a G"" - yeah right.",Negative
PWW,https://www.productreview.com.au/consumer-profiles/2a011d13-77cd-4e84-9e82-d612edf4af2b,"I have ordered 3x from nearby restaurants who unfortunately use menulog. I have yet to receive food at all, ever. For the kids, Menulog = cereal night disappointment. The drivers must eat well. If menulog is the driver, don’t count on eating that night.",Negative
Angryman,https://www.productreview.com.au/consumer-profiles/205ab61c-e974-36ae-ae6e-d0dee6c1f5a0,3rd order now that has arrived. All they do is offer a voucher an hour later. Sitting here out of pocket with no dinner 9.30 friday night.Done with this useless service.,Negative
Peter B.,https://www.productreview.com.au/consumer-profiles/89154366-956d-49fb-982d-dfedccac479d,"I don't know if it's incompetence or shoddy practices but on several occasions my orders have been extremely late ( and cold) or ""delivered"" to someone else. The compensation for the latter was a $5 voucher...woppy, after over an hour of waiting for the family. Their service is thoroughly unacceptable.",Negative
Shopper,https://www.productreview.com.au/consumer-profiles/5a2cd90c-be97-4f9d-bdc5-65ac0c7206ff,"Food never arrived 2 hours after ordering and food store is 10 minutes away. Pathetic service so call, no message, no email from Menulog. Had to drive to the restaurant to see what happened to food and it’s still sitting there two hours later. Absolute joke",Negative
Lynne Matthews,https://www.productreview.com.au/consumer-profiles/d0a9e6f1-57b6-368c-b5fa-b26b91e85be0,"2 hours after ordering, still no food. Pathetic service. Will never use again!
No use giving a refund if there is no delivery. Driver apparently untraced. Not good enough!",Negative
Michael,https://www.productreview.com.au/consumer-profiles/fc1841a1-e5d5-4aa1-ae3b-c2e0cb5c3e54,"There is ALWAYS an issue with delivery. Nine times out of ten delivery driver disappears from map, reappears some time later in the opposite direction to me from where food was ordered (making deliveries for another service?!) then food arrives stone bloody cold! Sometimes it does not arrive at all. I am offered a voucher by way of a refund but have to spend at least a dollar more than the voucher amount to use it. So in affect I’m paying to get a refund. Completely unacceptable. Do not use this service!",Negative
Liam S.,https://www.productreview.com.au/consumer-profiles/5edfaa6a-776d-44ef-ad79-1b378bb51854,Half the time the food doesn't arrive and when you call them they just tell you they will give you a voucher. Not even a full refund. I've waited for 2 hours to get my food I dont want a $13 voucher.,Negative
Sean F.,https://www.productreview.com.au/consumer-profiles/798174b9-25f8-46de-b4d8-09ffc2516701,"I ordered twice in the same night and I have to say that I am utterly disappointed. My first order didn't have everything I ordered and the second didn't even bother to come. I rang them twice and all the did was offer me a refund a a voucher, I ordered at 6:30pm and at 8pm I am losing money and still hungry without my food. I high advice that you don't go through this service.
Worst service possible.",Negative
Damon B.,https://www.productreview.com.au/consumer-profiles/e5e3b0e1-f89c-4b80-ab36-fb58dce0b5bf,Dont offer the service if its going to take a hour to get the food. I deleted the app once gotta do it again...... Slow as hell Slow as hell Slow as hell,Negative
April,https://www.productreview.com.au/consumer-profiles/b1c5fbfe-09e2-3a64-bfe4-a603cf4e371d,For some silly reason I keep going back to Menulog because they have so many more restaurants available than the uber eats app but unfortunately each time I go back I'm utterly disappointed.. not with the food (if it ever arrives) but with the total lack of service! Why on earth accept the order if there are no delivery drivers near by!? Honestly it baffles me how ridiculous the service is. The app says usually delivered within 30 mins but is always usually about an hour to 2 hrs max! Even trying to cancel an order is a mission and a half and you have to beg them and sell your left arm for a refund!! Atrocious. You would think after all these bad reviews maybe they would change something! Horrible.,Negative
Mrudula,https://www.productreview.com.au/consumer-profiles/1666f148-3500-46b5-aa45-512e47a23b2d,"No food was delivered, the driver said he had delivered it, however I was at the front of my house and no one came close to my door, the lady on the phone was helpful though, said she wil give me a refund",Negative
Megan,https://www.productreview.com.au/consumer-profiles/6e77c973-d55e-4103-996a-cfea2d01602c,"Every time I've tried to order food for lunch, they cannot find a driver. I've often waited over an hour for a driver to be assigned, if there happen to be ANY available.. Luckily they allow you to cancel the order and be refunded in ~24hrs. Order at dinner time, or not at all.",Negative
Peter G.,https://www.productreview.com.au/consumer-profiles/ef6324ec-e65a-4c3f-a69e-f915380fe5e6,Ordered - never delivered - restaurant said they delivered it but clearly not to my house. Could not get much engagement from customer service. Eventually a few days later they addressed the issue. Glad it was resolved but I thought it was a challenging process.,Neutral
Steph,https://www.productreview.com.au/consumer-profiles/d06a573c-8638-4ad5-9305-567778450823,"Ordered from a restaurant at 9, originally said 25 minutes, excellent. Picked up at 9:15 it got to 9:30, nothing, checked the progress, it had changed to 9:50. Went on chat to menulog at 10:10 be told sorry it won't be delivered your items were damaged. Damaged or eaten?
""We can give you a voucher for next time"", NO thanks. So glad the driver got 3 free meals, enjoy bud. Stick with Uber, you actually get your food and you can see them on the map. Menulog is absolute trash, considering so many businesses pay to have menulog you'd think they would have a half decent/reliable service.",Negative
